,title,url,label
0,5 가까이 폭락한 비트코인,https://www.news1.kr/photos/view/?5583774,neg
1,비트코인 지금FOMC 앞두고 횡보 이더리움 7 급락,https://view.asiae.co.kr/article/2022091910453779424,neg
2,암호화폐 시장 꽁꽁’비트코인 1만9000달러대 붕괴,https://www.mk.co.kr/economy/view/2022/826446,neg
3,비트코인 금리인상 앞두고 2020년말 수준 18500달러 아래로 하락,https://www.hankyung.com/economy/article/202209190918i,neg
4,이더리움 두달만에 1300달러 붕괴12시간새 코인 시총 74兆 증발,http://www.edaily.co.kr/news/newspath.asp?newsid=02532166632461760,neg
5,속보비트코인 시세 2600만까지 추락 연준 금리 인상 단행할까,https://www.gukjenews.com/news/articleView.html?idxno=2553507,neut
6,미 FOMC 눈앞비트코인이더리움 가상화폐 57 급락,https://www.asiatime.co.kr/article/20220919500351,neg
7,비트코인이더리움 낙폭 확대 지금 사도 괜찮나,http://coinreaders.com/45847,neut
8,비트코인 낙폭 늘려 8 폭락 1만8000달러도 붕괴하나상보,https://www.news1.kr/articles/4806899,neg
9,블룸버그 수석전략가 비트코인 3년 안에 10만 달러 돌파 가능,http://www.wowtv.co.kr/NewsCenter/News/Read?articleId=A202209190041&t=NN,pos
10,블룸버그 수석전략가 비트코인 3년 안에 10만 달러 돌파 가능,http://www.wowtv.co.kr/NewsCenter/News/Read?articleId=A202209190041&t=NN,pos
11,비트코인 신봉자 마이클 세일러 비트코인 머지 이후 더 강해져,http://news.mt.co.kr/mtview.php?no=2022091907110834170,neut
12,비트코인 2700만 원 중반대 거래美 FOMC 앞두고 약세,https://biz.sbs.co.kr/article_hub/20000080893?division=NAVER,neg
13,이더리움 두달만에 1300달러 붕괴12시간새 코인 시총 74兆 증발,http://www.edaily.co.kr/news/newspath.asp?newsid=02532166632461760,neg
14,속보비트코인 시세 2600만까지 추락 연준 금리 인상 단행할까,https://www.gukjenews.com/news/articleView.html?idxno=2553507,neut
15,미 FOMC 눈앞비트코인이더리움 가상화폐 57 급락,https://www.asiatime.co.kr/article/20220919500351,neg
16,비트코인이더리움 낙폭 확대 지금 사도 괜찮나,http://coinreaders.com/45847,neut
17,울트라스텝 공포에 코인 시장 휘청이더리움 하루새 8 하락,http://www.edaily.co.kr/news/newspath.asp?newsid=01318566632461760,neg
18,이더리움 머지 성공만년 2등의 반란 대장 비트코인 넘을까,http://news.mt.co.kr/mtview.php?no=2022091916220252700,pos
19,속보 비트코인 6 급락 1만9000달러 붕괴,https://www.news1.kr/articles/4806468,neg
20,비트코인 2740만원대 상승이더리움 189만원대,https://www.cstimes.com/news/articleView.html?idxno=512560,pos
21,긴축 공포 비트코인 1만달러설 현실화 되나,http://coinreaders.com/45768,neg
22,0755 가상자산 비트코인 美 연준 통화정책회의 주목에 하락세,http://www.shinailbo.co.kr/news/articleView.html?idxno=1599985,neut
23,트윗시황 비트코인 풋옵션 증가했다,http://www.coindeskkorea.com/news/articleView.html?idxno=81405,pos
24,말말말마이클 세일러 비트코인 에너지 집약도 구글넷플릭스 보다 낮다,http://coinreaders.com/45819,neut
25,비트코인 美 금리 오르면 단기 바닥 형성5000달러로 하락 가능성 有,http://coinreaders.com/45820,neg
26,가상화폐 시황 이더리움 9 대폭락비트코인도 35↓,https://daily.hankooki.com/news/articleView.html?idxno=872258,neg
27,뉴욕증시 금주 9월 FOMC 결과에 큰 변동성 촉각비트코인 연일 하락 출근,http://www.wowtv.co.kr/NewsCenter/News/Read?articleId=A202209190005&t=NN,neg
28,오늘의 코인 울트라스텝 공포에 급락하는 시장,http://www.sportsseoul.com/news/read/1160520?ref=naver,neg
29,비트코인 1만9000달러 밑으로이더리움도 하루 만에 10 뚝,http://www.digitaltoday.co.kr/news/articleView.html?idxno=461685,neut
30,비트코인 2600만 원대로 밀려 이더리움 병합 영향력 쉽게 안 나타나,https://www.businesspost.co.kr/BP?command=article_view&num=293022,neut
31,아주경제 코이너스 브리핑 비트코인 가격 2700만원대 보합세미 FOMC,https://www.ajunews.com/view/20220919063613109,neut
32,비트코인 투심 악화 공포→극단적 공포 전환블룸버그 분석가 지금은 글,http://coinreaders.com/45769,neg
33,FOMC로 인한 짙은 관망세 속 비트코인이더리움 약세지표 살피며 울트라스텝,https://idsn.co.kr/news/view/1065579740970976,neg
34,오후 시세브리핑 비트코인 2만달러 어렵나美 FOMC 앞두고 하방 압력 지속,https://www.tokenpost.kr/article-105755,neut
35,﻿디파이 생태계도 비트코인 하락을 유발한다,http://www.coindeskkorea.com/news/articleView.html?idxno=81407,neg
36,넷마블 달러상승코인급락 악재 속 P2E게임 출격,http://www.sisajournal-e.com/news/articleView.html?idxno=290400,neg
37,엔버월드 엔버NVIR 코인 해외 가상화폐 거래소 MEXC엘뱅크비트마트’ ,https://news.koreadaily.com/2022/09/19/economy/economygeneral/20220919011238578.html,neut
38,비트코인 2700만 원대로 밀려 미국 금리인상이 가상화폐시장에 고통 줄 수,https://www.businesspost.co.kr/BP?command=article_view&num=292952,neut
39,저녁브리핑 SEC리플 도지코인 FTX,http://www.coindeskkorea.com/news/articleView.html?idxno=81408,neut
40,스카이업 코인 이달 23일 글로벌 거래소 페멕스 상장,http://coinreaders.com/45796,neut
41,지난주 알트코인 시장 평균 하락률 1628,https://www.khgames.co.kr/news/articleView.html?idxno=204213,neg
42,오전 암호화폐 시세 카이버네트워크에이피엠코인↓다른 코인도 대체로 하,https://www.ekn.kr/web/view.php?key=20220919010003056,neut
43,도지코인이 작업증명 코인 중 2위 됐다,http://www.coindeskkorea.com/news/articleView.html?idxno=81381,neut
44,리플 급등 속 비트코인 2700만원대로 하향이더리움이더리룸클래식은 급락,https://www.socialvalue.kr/news/view/1065545130818037,neg
45,유명 해커조직 비트코인 네트워크 해킹 시도외부 리소스 이용,https://www.codingworldnews.com/news/articleView.html?idxno=12451,neut
46,검찰 대대적 코인 수사 착수  내부 단속은 허술,https://www.lawtimes.co.kr/Legal-News/Legal-News-View?serial=181728,neut
47,더벨코인거래소 상장법칙코빗 트렌디함으로 늦은 상장 속도 극복한다,http://www.thebell.co.kr/front/free/contents/news/article_view.asp?key=202209141442199320108671,neut
48,美행정부 가상자산 강력 규제 시동코인 이용 불법 행위 단속,https://www.ddaily.co.kr/news/article.html?no=246837,neg
49,폰지사기 비트커넥트 투자자 모집 주도자 법원서 38개월 징역형 선고,https://www.tokenpost.kr/article-105733,neg
50,코인 빅데이터 인기 암호화폐리플XRP vs 도지코인DOGE 트렌드,http://coinreaders.com/45809,pos
51,코인시황 이더리움 더머지 시기를 잘못 선택한 걸까,http://www.coindeskkorea.com/news/articleView.html?idxno=81385,neut
52,Bit코인 비트코인 약세 지속1년 뒤 4만 달러 도달,https://www.etoday.co.kr/news/view/2173674,neg
53,비트코인 Fed 금리 인상 위험으로 1만9000달러 아래로 추락,http://www.g-enews.com/ko-kr/news/article/news_all/202209192352109855c4c55f9b3d_1/article.html,neut
54,뉴욕증시 비트코인 FOMC 3가지 폭탄 쇼크 울트라스텝 점도표 인플레,http://www.g-enews.com/ko-kr/news/article/news_all/2022091821394087714a01bf698f_1/article.html,neut
55,비트코인 8 폭락 1만8408달러 이더리움 1300달러 붕괴,http://www.g-enews.com/ko-kr/news/article/news_all/202209191606131158c4c55f9b3d_1/article.html,neg
56,비트코인 중국 때문에 결제안전자산 될 수 없다WSJ 최근 영상분석 자료,http://www.econonews.co.kr/news/articleView.html?idxno=260296,neut
57,코인 공포탐욕지수 공포 121p↑ 거래액 28조원 비트코인 시세 2753만원,http://www.topstarnews.net/news/articleView.html?idxno=14740388,neut
58,가상화폐 시세 비트코인 2700만원선 깨져도지코인 81원선 이더리움 180만,http://www.econonews.co.kr/news/articleView.html?idxno=260250,neut
59,코인시황 비트코인 3 하락 1만9397달러 이더리움 8 폭락 1334달러,http://www.g-enews.com/ko-kr/news/article/news_all/202209190745042919c4c55f9b3d_1/article.html,neg
60,뉴욕증시 FOMC 앞두고 하락 출발,https://biz.chosun.com/international/international_economy/2022/09/19/SHI324NUIRHH3B3ZXGR3AGGJNE/?utm_source=naver&utm_medium=original&utm_campaign=biz,neg
61,美연준 금리 결정 앞두고 가상화폐 약세3개월만에 최저 기록,https://www.yna.co.kr/view/AKR20220919161800091?input=1195m,neg
62,FOMC 경계감에 환율 다시 1390원대 복귀,http://www.segye.com/content/html/2022/09/19/20220919515017.html?OutUrl=naver,neut
63,일상에 스며드는 블록체인 윈터는 없다,https://zdnet.co.kr/view/?no=20220918183636,neut
64,바이낸스 자오창펑 한국은 매우 중요한 시장 재진출할 것,https://www.chosun.com/economy/tech_it/2022/09/19/WRQHE26SHBBIFIV2TXJM3DFRXU/?utm_source=naver&utm_medium=referral&utm_campaign=naver-news,pos
65,위임 지분증명 사용하는 트론 CCRI로부터 환경친화적 업체로 선정,https://www.news1.kr/articles/4806241,neut
66,친절한 뉴스K 요즘 시대 짠테크 파킹통장’하루만 넣어도 이자,https://news.kbs.co.kr/news/view.do?ncd=5558753&ref=A,neut
67,빗썸 버그바운티 도입 한국 너머 글로벌 수준 보안 목표,http://www.seoulwire.com/news/articleView.html?idxno=481006,neut
68,美 백악관 가상자산 프레임워크 발표규제강화 예고,https://biz.sbs.co.kr/article_hub/20000080849?division=NAVER,neut
69,IT이슈 덱스터스튜디오 마스터 클래스 실시 外,http://www.lawissue.co.kr/view.php?ud=202209191429579009204ead0791_12,neut
